2023-05-23 12:34:42	1
2023-05-23 12:34:43	1
2023-05-23 12:34:44	1
2023-05-23 12:34:45	1
2023-05-23 12:34:46	1
2023-05-23 12:34:47	1
2023-05-23 12:34:48	1
2023-05-23 12:34:49	1
2023-05-23 12:34:50	1
2023-05-23 12:34:51	1
2023-05-23 12:34:53	1
2023-05-23 12:34:54	1
2023-05-23 12:34:55	1
2023-05-23 12:34:56	1
2023-05-23 12:34:57	1
2023-05-23 12:34:58	1
2023-05-23 12:34:59	1
2023-05-23 12:35:00	1
2023-05-23 12:35:01	1
2023-05-23 12:35:02	1
2023-05-23 12:35:03	1
2023-05-23 12:35:04	1
2023-05-23 12:35:05	1
2023-05-23 12:35:06	1
2023-05-23 12:35:07	1
2023-05-23 12:35:08	1
2023-05-23 12:35:09	1
2023-05-23 12:35:10	1
2023-05-23 12:35:11	1
2023-05-23 12:35:12	1
2023-05-23 12:35:13	1
2023-05-23 12:35:14	1
2023-05-23 12:35:15	1
2023-05-23 12:35:17	1
2023-05-23 12:35:18	1
2023-05-23 12:35:19	1
2023-05-23 12:35:20	1
2023-05-23 12:35:21	1
2023-05-23 12:35:22	1
2023-05-23 12:35:23	1
2023-05-23 12:35:24	1
2023-05-23 12:35:25	1
2023-05-23 12:35:26	1
2023-05-23 12:35:27	1
2023-05-23 12:35:28	1
2023-05-23 12:35:29	1
2023-05-23 12:35:30	1
2023-05-23 12:35:31	1
2023-05-23 12:35:32	1
2023-05-23 12:35:33	1
2023-05-23 12:35:34	1
2023-05-23 12:35:35	1
2023-05-23 12:35:36	1
2023-05-23 12:35:37	1
2023-05-23 12:35:38	1
2023-05-23 12:35:39	1
2023-05-23 12:35:41	1
2023-05-23 12:35:42	1
2023-05-23 12:35:43	1
2023-05-23 12:35:44	1
2023-05-23 12:35:45	1
2023-05-23 12:35:46	1
2023-05-23 12:35:47	1
2023-05-23 12:35:48	1
2023-05-23 12:35:49	1
2023-05-23 12:35:50	1
2023-05-23 12:35:51	1
2023-05-23 12:35:52	1
2023-05-23 12:35:53	1
2023-05-23 12:35:54	1
2023-05-23 12:35:55	1
2023-05-23 12:35:56	1
2023-05-23 12:35:57	1
2023-05-23 12:35:58	1
2023-05-23 12:36:00	1
2023-05-23 12:36:01	1
2023-05-23 12:36:02	1
2023-05-23 12:36:03	1
2023-05-23 12:36:04	1
2023-05-23 12:36:05	1
2023-05-23 12:36:06	1
2023-05-23 12:36:07	1
2023-05-23 12:36:08	1
2023-05-23 12:36:09	1
2023-05-23 12:36:10	1
2023-05-23 12:36:11	1
2023-05-23 12:36:12	1
2023-05-23 12:36:13	1
2023-05-23 12:36:14	1
2023-05-23 12:36:15	1
2023-05-23 12:36:16	1
2023-05-23 12:36:17	1
2023-05-23 12:36:18	1
2023-05-23 12:36:19	1
2023-05-23 12:36:20	1
2023-05-23 12:36:21	1
